09:01:20, 0.738189
09:01:21, 0.827666
09:01:22, 1.18558
09:01:23, 2.70669
09:01:24, 4.7423
09:01:25, 10.536
09:01:26, 11.5202
09:01:27, 11.2742
09:01:28, 12.9742
09:01:29, 20.3114
09:01:30, 22.1457
09:01:31, 23.3089
09:01:32, 24.8524
09:01:33, 27.3801
09:01:34, 27.8499
09:01:35, 29.0354
09:01:36, 30.4447
09:01:37, 30.4894
09:01:38, 30.825
09:01:39, 30.5342
09:01:40, 29.1696
09:01:41, 27.6709
09:01:42, 26.5748
09:01:43, 24.9866
09:01:44, 22.2575
09:01:45, 18.7455
09:01:46, 14.8756
09:01:47, 10.5583
09:01:48, 7.91875
09:01:49, 3.5791
09:01:50, 11.6544
09:01:51, 13.9809
09:01:52, 16.2849
09:01:53, 18.41
09:01:54, 20.0429
09:01:55, 21.8996
09:01:56, 23.5102
09:01:57, 24.4721
09:01:58, 24.9642
09:01:59, 25.4787
09:02:00, 25.9261
09:02:01, 26.105
09:02:02, 26.1274
09:02:03, 26.0603
09:02:04, 27.313
09:02:05, 26.3287
09:02:06, 26.1722
09:02:07, 26.1722
09:02:08, 26.3064
09:02:09, 26.3735
09:02:10, 24.8747
09:02:11, 23.98
09:02:12, 22.4141
09:02:13, 20.1548
09:02:14, 16.9112
09:02:15, 16.9112
09:02:16, 11.386
09:02:17, 11.6544
09:02:18, 11.1399
09:02:19, 12.6163
09:02:20, 12.6163
09:02:21, 15.7033
09:02:22, 19.6179
09:02:23, 19.6179
09:02:24, 22.8391
09:02:25, 24.0023
09:02:26, 24.8076
09:02:27, 25.0761
09:02:28, 24.7405
09:02:29, 23.9128
09:02:30, 22.347
09:02:31, 20.0206
09:02:32, 16.3744
09:02:33, 12.1242
09:02:34, 12.1242
09:02:35, 9.35039
09:02:36, 9.35039
09:02:37, 12.7058
09:02:38, 13.3769
09:02:39, 17.6494
09:02:40, 18.0073
09:02:41, 19.2377
09:02:42, 19.2377
09:02:43, 21.1167
09:02:44, 21.5193
09:02:45, 20.5798
09:02:46, 19.5956
09:02:47, 18.41
09:02:48, 18.41
09:02:49, 14.4282
09:02:50, 12.0571
09:02:51, 9.73067
09:02:52, 6.97924
09:02:53, 8.14245
09:02:54, 9.932
09:02:55, 11.386
09:02:56, 11.0728
09:02:57, 9.95437
09:02:58, 9.7083
09:02:59, 12.236
09:03:00, 17.1797
09:03:01, 20.3785
09:03:02, 20.3785
09:03:03, 21.922
09:03:04, 22.9286
09:03:05, 23.9352
09:03:06, 24.3826
09:03:07, 24.1589
09:03:08, 22.8615
09:03:09, 22.0338
09:03:10, 20.3785
09:03:11, 18.9469
09:03:12, 17.5599
09:03:13, 15.0098
09:03:14, 12.7058
09:03:15, 10.4018
09:03:16, 6.57659
09:03:17, 3.84753
09:03:18, 1.74481
09:03:19, 0.380279
